donacion_id,fecha,tipo_donante,item_id,nombre_item,categoria,unidad_medida,cantidad_donada,valor_estimado_soles,campania
DON00028,2022-09-09,ONG,ITM011,Agua embotellada,alimentos,litro,41,324.01,Regular
DON00029,2022-09-09,Iglesia/Comunidad,ITM009,Suplemento nutricional,alimentos,unidad,14,163.11,Regular
DON00030,2022-09-15,Iglesia/Comunidad,ITM002,Avena,alimentos,kg,17,110.25,Regular
DON00031,2022-09-16,Empresa,ITM006,Fideos,alimentos,kg,31,294.08,Regular
DON00032,2022-09-08,Campaña digital,ITM004,Menestras,alimentos,kg,15,114.68,Regular
DON00033,2022-09-25,ONG,ITM001,Arroz,alimentos,kg,34,234.67,Regular
DON00034,2022-09-27,Empresa,ITM006,Fideos,alimentos,kg,37,274.85,Regular
DON00035,2022-09-19,Campaña digital,ITM004,Menestras,alimentos,kg,8,70.19,Regular
DON00036,2022-09-16,Persona natural,ITM011,Agua embotellada,alimentos,litro,9,83.54,Regular
DON00037,2022-09-29,Empresa,ITM011,Agua embotellada,alimentos,litro,29,181.72,Regular
DON00038,2022-09-09,Iglesia/Comunidad,ITM012,Ensure pediátrico,alimentos,unidad,11,84.78,Regular
DON00039,2022-09-08,Empresa,ITM010,Frutas,alimentos,kg,30,282.0,Regular
DON00040,2022-09-19,Persona natural,ITM005,Aceite vegetal,alimentos,litro,9,75.8,Regular
DON00041,2022-09-27,Campaña digital,ITM012,Ensure pediátrico,alimentos,unidad,14,107.78,Regular
DON00042,2022-09-25,ONG,ITM007,Conservas de atún,alimentos,lata,38,336.19,Regular
DON00043,2022-09-22,Universidad,ITM006,Fideos,alimentos,kg,15,134.68,Regular
DON00044,2022-09-06,Empresa,ITM004,Menestras,alimentos,kg,41,317.37,Regular
DON00045,2022-09-07,Persona natural,ITM005,Aceite vegetal,alimentos,litro,5,36.82,Regular
DON00046,2022-09-18,ONG,ITM012,Ensure pediátrico,alimentos,unidad,33,230.49,Regular
DON00047,2022-09-10,Persona natural,ITM001,Arroz,alimentos,kg,5,39.16,Regular
DON00048,2022-09-20,Iglesia/Comunidad,ITM003,Leche evaporada,alimentos,lata,18,153.04,Emergencia
DON00049,2022-09-17,ONG,ITM004,Menestras,alimentos,kg,36,295.31,Regular
DON00050,2022-09-14,Iglesia/Comunidad,ITM009,Suplemento nutricional,alimentos,unidad,20,182.16,Regular
DON00051,2022-09-09,Persona natural,ITM009,Suplemento nutricional,alimentos,unidad,8,85.61,Regular
DON00052,2022-09-12,Empresa,ITM006,Fideos,alimentos,kg,35,211.2,Regular
DON00053,2022-09-12,Empresa,ITM003,Leche evaporada,alimentos,lata,42,416.36,Regular
DON00054,2022-09-14,Campaña digital,ITM010,Frutas,alimentos,kg,11,86.38,Regular
DON00055,2022-09-25,Iglesia/Comunidad,ITM003,Leche evaporada,alimentos,lata,11,103.26,Emergencia
DON00056,2022-09-24,Persona natural,ITM010,Frutas,alimentos,kg,8,65.6,Regular
DON00057,2022-09-16,Empresa,ITM004,Menestras,alimentos,kg,38,293.42,Regular
DON00058,2022-09-28,ONG,ITM005,Aceite vegetal,alimentos,litro,22,181.39,Regular
DON00059,2022-09-15,Persona natural,ITM008,Galletas nutritivas,alimentos,paquete,5,34.09,Regular
DON00060,2022-09-19,Persona natural,ITM017,Detergente,higiene,kg,8,63.27,Regular
DON00061,2022-09-02,Persona natural,ITM015,Pañales,higiene,unidad,4,29.2,Regular
DON00062,2022-09-03,Empresa,ITM016,Toallas húmedas,higiene,paquete,38,332.17,Regular
DON00063,2022-09-13,Iglesia/Comunidad,ITM015,Pañales,higiene,unidad,11,102.42,Regular
DON00064,2022-09-08,Iglesia/Comunidad,ITM016,Toallas húmedas,higiene,paquete,10,60.45,Regular
DON00065,2022-09-01,Persona natural,ITM016,Toallas húmedas,higiene,paquete,7,52.36,Regular
DON00066,2022-09-30,Persona natural,ITM016,Toallas húmedas,higiene,paquete,7,56.72,Regular
DON00067,2022-09-04,Persona natural,ITM018,Alcohol en gel,higiene,unidad,3,23.66,Regular
DON00068,2022-09-23,ONG,ITM014,Jabón líquido,higiene,litro,24,195.84,Regular
DON00069,2022-09-06,Persona natural,ITM018,Alcohol en gel,higiene,unidad,6,40.5,Regular
DON00070,2022-09-03,Persona natural,ITM014,Jabón líquido,higiene,litro,10,73.51,Regular
DON00071,2022-09-02,Empresa,ITM014,Jabón líquido,higiene,litro,68,603.47,Regular
DON00072,2022-09-26,Persona natural,ITM014,Jabón líquido,higiene,litro,5,34.63,Regular
DON00073,2022-09-10,ONG,ITM017,Detergente,higiene,kg,19,158.98,Regular
DON00074,2022-09-22,Iglesia/Comunidad,ITM013,Papel higiénico,higiene,rollo,17,114.32,Regular
DON00075,2022-09-28,Persona natural,ITM013,Papel higiénico,higiene,rollo,4,34.2,Regular
DON00076,2022-09-21,ONG,ITM015,Pañales,higiene,unidad,26,203.28,Regular
DON00077,2022-09-07,Persona natural,ITM015,Pañales,higiene,unidad,9,65.05,Regular
DON00078,2022-09-07,Persona natural,ITM015,Pañales,higiene,unidad,6,50.05,Regular
DON00079,2022-09-14,Persona natural,ITM013,Papel higiénico,higiene,rollo,8,52.73,Regular
DON00080,2022-09-21,Persona natural,ITM016,Toallas húmedas,higiene,paquete,3,20.73,Regular
DON00081,2022-09-13,Persona natural,ITM015,Pañales,higiene,unidad,4,33.23,Regular
DON00082,2022-09-11,Persona natural,ITM018,Alcohol en gel,higiene,unidad,3,26.25,Regular
DON00083,2022-09-03,Iglesia/Comunidad,ITM018,Alcohol en gel,higiene,unidad,22,125.72,Regular
DON00084,2022-09-09,Empresa,ITM013,Papel higiénico,higiene,rollo,23,203.89,Regular
DON00085,2022-09-19,Empresa,ITM014,Jabón líquido,higiene,litro,45,266.4,Regular
DON00086,2022-09-28,Persona natural,ITM015,Pañales,higiene,unidad,5,26.61,Regular
DON00087,2022-09-25,Empresa,ITM017,Detergente,higiene,kg,46,243.32,Regular
DON00088,2022-09-13,ONG,ITM015,Pañales,higiene,unidad,29,213.18,Regular
DON00089,2022-09-16,Persona natural,ITM018,Alcohol en gel,higiene,unidad,8,64.77,Emergencia
DON00090,2022-09-07,Persona natural,ITM028,Algodón,insumos_medicos,paquete,8,105.62,Regular
DON00091,2022-09-15,Campaña digital,ITM022,Termómetros digitales,insumos_medicos,unidad,25,348.39,Regular
DON00092,2022-09-24,Empresa,ITM023,Baja lenguas,insumos_medicos,unidad,28,431.49,Regular
DON00093,2022-09-08,Persona natural,ITM023,Baja lenguas,insumos_medicos,unidad,10,155.93,Regular
DON00094,2022-09-27,Persona natural,ITM025,Vendas,insumos_medicos,unidad,4,80.37,Regular
DON00095,2022-09-05,Persona natural,ITM023,Baja lenguas,insumos_medicos,unidad,7,132.24,Emergencia
DON00096,2022-09-09,Persona natural,ITM021,Gasas estériles,insumos_medicos,paquete,3,39.61,Regular
DON00097,2022-09-03,ONG,ITM020,Guantes descartables,insumos_medicos,par,13,225.67,Regular
DON00098,2022-09-30,Persona natural,ITM024,Antiséptico,insumos_medicos,litro,6,81.4,Regular
DON00099,2022-09-11,ONG,ITM027,Jeringas descartables,insumos_medicos,unidad,12,190.82,Regular
DON00100,2022-09-12,Empresa,ITM023,Baja lenguas,insumos_medicos,unidad,47,660.85,Regular
DON00101,2022-09-05,Empresa,ITM024,Antiséptico,insumos_medicos,litro,33,575.23,Regular
DON00102,2022-09-27,Campaña digital,ITM024,Antiséptico,insumos_medicos,litro,11,200.27,Regular
DON00103,2022-09-06,Persona natural,ITM021,Gasas estériles,insumos_medicos,paquete,10,265.55,Regular
DON00104,2022-09-15,Persona natural,ITM024,Antiséptico,insumos_medicos,litro,3,52.08,Regular
DON00105,2022-09-20,Campaña digital,ITM025,Vendas,insumos_medicos,unidad,20,280.37,Regular
DON00106,2022-09-26,Empresa,ITM023,Baja lenguas,insumos_medicos,unidad,23,440.11,Regular
DON00107,2022-09-29,ONG,ITM019,Mascarillas,insumos_medicos,unidad,18,365.87,Regular
DON00108,2022-09-28,Persona natural,ITM025,Vendas,insumos_medicos,unidad,5,108.27,Regular
DON00109,2022-09-21,Empresa,ITM020,Guantes descartables,insumos_medicos,par,62,987.1,Regular
DON00110,2022-09-01,Empresa,ITM023,Baja lenguas,insumos_medicos,unidad,22,413.12,Regular
DON00111,2022-09-10,Universidad,ITM024,Antiséptico,insumos_medicos,litro,29,482.24,Regular
DON00112,2022-09-04,Universidad,ITM025,Vendas,insumos_medicos,unidad,12,220.64,Regular
DON00113,2022-09-09,Persona natural,ITM020,Guantes descartables,insumos_medicos,par,4,94.93,Regular
DON00114,2022-09-15,Persona natural,ITM027,Jeringas descartables,insumos_medicos,unidad,4,59.64,Regular
DON00115,2022-09-01,Persona natural,ITM025,Vendas,insumos_medicos,unidad,7,105.28,Emergencia
DON00116,2022-09-11,Iglesia/Comunidad,ITM022,Termómetros digitales,insumos_medicos,unidad,13,237.67,Regular
DON00117,2022-09-18,Empresa,ITM019,Mascarillas,insumos_medicos,unidad,54,1216.81,Regular
DON00118,2022-09-08,Persona natural,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,5,132.43,Emergencia
DON00119,2022-09-23,ONG,ITM029,Suero oral,medicamentos_soporte,sobre,34,1136.99,Regular
DON00120,2022-09-02,Campaña digital,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,21,682.69,Regular
DON00121,2022-09-09,Iglesia/Comunidad,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,7,186.36,Regular
DON00122,2022-09-11,Persona natural,ITM029,Suero oral,medicamentos_soporte,sobre,7,236.19,Regular
DON00123,2022-09-02,Persona natural,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,11,277.42,Regular
DON00124,2022-09-16,Persona natural,ITM029,Suero oral,medicamentos_soporte,sobre,6,197.72,Regular
DON00125,2022-09-15,Universidad,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,17,559.55,Regular
DON00126,2022-09-01,Iglesia/Comunidad,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,19,480.33,Regular
DON00127,2022-09-20,Empresa,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,49,1520.61,Regular
DON00128,2022-09-29,Iglesia/Comunidad,ITM029,Suero oral,medicamentos_soporte,sobre,7,186.03,Regular
DON00129,2022-09-19,Persona natural,ITM029,Suero oral,medicamentos_soporte,sobre,6,141.24,Regular
DON00130,2022-10-31,Universidad,ITM002,Avena,alimentos,kg,13,120.25,Regular
DON00131,2022-10-26,Empresa,ITM005,Aceite vegetal,alimentos,litro,34,267.62,Regular
DON00132,2022-10-31,Empresa,ITM001,Arroz,alimentos,kg,63,545.01,Regular
DON00133,2022-10-11,Persona natural,ITM003,Leche evaporada,alimentos,lata,2,17.8,Regular
DON00134,2022-10-24,Persona natural,ITM012,Ensure pediátrico,alimentos,unidad,4,41.16,Regular
DON00135,2022-10-06,Empresa,ITM005,Aceite vegetal,alimentos,litro,37,216.06,Regular
DON00136,2022-10-24,Iglesia/Comunidad,ITM011,Agua embotellada,alimentos,litro,12,129.39,Regular
DON00137,2022-10-12,Empresa,ITM012,Ensure pediátrico,alimentos,unidad,40,335.58,Regular
DON00138,2022-10-07,Campaña digital,ITM005,Aceite vegetal,alimentos,litro,13,114.77,Regular
DON00139,2022-10-26,ONG,ITM009,Suplemento nutricional,alimentos,unidad,42,352.37,Regular
DON00140,2022-10-03,Iglesia/Comunidad,ITM009,Suplemento nutricional,alimentos,unidad,15,125.56,Regular
DON00141,2022-10-10,Persona natural,ITM007,Conservas de atún,alimentos,lata,8,74.16,Regular
DON00142,2022-10-25,Empresa,ITM003,Leche evaporada,alimentos,lata,55,481.83,Regular
DON00143,2022-10-30,Persona natural,ITM007,Conservas de atún,alimentos,lata,8,90.84,Regular
DON00144,2022-10-25,Persona natural,ITM002,Avena,alimentos,kg,5,42.04,Regular
DON00145,2022-10-13,Persona natural,ITM008,Galletas nutritivas,alimentos,paquete,10,87.4,Regular
DON00146,2022-10-21,Persona natural,ITM011,Agua embotellada,alimentos,litro,6,63.74,Regular
DON00147,2022-10-05,Persona natural,ITM001,Arroz,alimentos,kg,4,26.47,Regular
DON00148,2022-10-06,Empresa,ITM003,Leche evaporada,alimentos,lata,30,320.12,Regular
DON00149,2022-10-19,Persona natural,ITM005,Aceite vegetal,alimentos,litro,5,38.06,Regular
DON00150,2022-10-17,ONG,ITM010,Frutas,alimentos,kg,30,270.79,Regular
DON00151,2022-10-17,Persona natural,ITM006,Fideos,alimentos,kg,9,81.86,Regular
DON00152,2022-10-29,Persona natural,ITM011,Agua embotellada,alimentos,litro,5,52.05,Regular
DON00153,2022-10-25,Universidad,ITM010,Frutas,alimentos,kg,14,203.42,Emergencia
DON00154,2022-10-17,Persona natural,ITM005,Aceite vegetal,alimentos,litro,7,61.84,Regular
DON00155,2022-10-23,Empresa,ITM012,Ensure pediátrico,alimentos,unidad,41,383.62,Regular
DON00156,2022-10-29,Empresa,ITM001,Arroz,alimentos,kg,22,192.28,Emergencia
DON00157,2022-10-17,Persona natural,ITM012,Ensure pediátrico,alimentos,unidad,4,39.74,Regular
DON00158,2022-10-14,Empresa,ITM003,Leche evaporada,alimentos,lata,39,376.73,Regular
DON00159,2022-10-22,Persona natural,ITM007,Conservas de atún,alimentos,lata,8,64.75,Regular
DON00160,2022-10-19,Persona natural,ITM001,Arroz,alimentos,kg,7,61.79,Regular
DON00161,2022-10-10,Empresa,ITM012,Ensure pediátrico,alimentos,unidad,40,312.21,Regular
DON00162,2022-10-18,Persona natural,ITM008,Galletas nutritivas,alimentos,paquete,6,74.26,Regular
DON00163,2022-10-08,Iglesia/Comunidad,ITM009,Suplemento nutricional,alimentos,unidad,17,177.63,Regular
DON00164,2022-10-28,Persona natural,ITM011,Agua embotellada,alimentos,litro,3,28.11,Regular
DON00165,2022-10-20,Persona natural,ITM010,Frutas,alimentos,kg,7,51.56,Regular
DON00166,2022-10-23,Empresa,ITM004,Menestras,alimentos,kg,27,233.42,Regular
DON00167,2022-10-01,Campaña digital,ITM012,Ensure pediátrico,alimentos,unidad,22,176.91,Regular
DON00168,2022-10-24,Empresa,ITM011,Agua embotellada,alimentos,litro,55,356.44,Regular
DON00169,2022-10-17,Persona natural,ITM007,Conservas de atún,alimentos,lata,4,28.21,Regular
DON00170,2022-10-06,Empresa,ITM012,Ensure pediátrico,alimentos,unidad,24,220.31,Emergencia
DON00171,2022-10-16,Empresa,ITM010,Frutas,alimentos,kg,36,353.62,Regular
DON00172,2022-10-31,Campaña digital,ITM008,Galletas nutritivas,alimentos,paquete,22,187.79,Regular
DON00173,2022-10-17,ONG,ITM002,Avena,alimentos,kg,45,400.89,Regular
DON00174,2022-10-20,Empresa,ITM002,Avena,alimentos,kg,39,412.41,Regular
DON00175,2022-10-26,Campaña digital,ITM008,Galletas nutritivas,alimentos,paquete,22,207.38,Regular
DON00176,2022-10-10,Campaña digital,ITM006,Fideos,alimentos,kg,28,214.83,Regular
DON00177,2022-10-02,Campaña digital,ITM012,Ensure pediátrico,alimentos,unidad,13,124.76,Emergencia
DON00178,2022-10-28,Persona natural,ITM006,Fideos,alimentos,kg,3,26.36,Regular
DON00179,2022-10-17,ONG,ITM011,Agua embotellada,alimentos,litro,13,112.2,Regular
DON00180,2022-10-14,Empresa,ITM011,Agua embotellada,alimentos,litro,31,220.55,Regular
DON00181,2022-10-08,Iglesia/Comunidad,ITM001,Arroz,alimentos,kg,12,117.29,Regular
DON00182,2022-10-31,Persona natural,ITM004,Menestras,alimentos,kg,7,67.76,Regular
DON00183,2022-10-21,ONG,ITM009,Suplemento nutricional,alimentos,unidad,17,178.88,Regular
DON00184,2022-10-07,Campaña digital,ITM001,Arroz,alimentos,kg,22,173.11,Regular
DON00185,2022-10-17,Empresa,ITM008,Galletas nutritivas,alimentos,paquete,45,351.0,Regular
DON00186,2022-10-16,Persona natural,ITM001,Arroz,alimentos,kg,11,110.19,Regular
DON00187,2022-10-14,Empresa,ITM010,Frutas,alimentos,kg,60,686.74,Regular
DON00188,2022-10-30,Campaña digital,ITM004,Menestras,alimentos,kg,22,200.94,Regular
DON00189,2022-10-16,Universidad,ITM009,Suplemento nutricional,alimentos,unidad,9,87.09,Regular
DON00190,2022-10-26,Persona natural,ITM003,Leche evaporada,alimentos,lata,3,23.83,Regular
DON00191,2022-10-20,Empresa,ITM011,Agua embotellada,alimentos,litro,43,339.29,Regular
DON00192,2022-10-01,Empresa,ITM008,Galletas nutritivas,alimentos,paquete,21,177.75,Regular
DON00193,2022-10-23,Persona natural,ITM012,Ensure pediátrico,alimentos,unidad,7,72.31,Regular
DON00194,2022-10-23,Iglesia/Comunidad,ITM012,Ensure pediátrico,alimentos,unidad,10,77.59,Regular
DON00195,2022-10-29,Persona natural,ITM001,Arroz,alimentos,kg,6,47.76,Regular
DON00196,2022-10-13,Persona natural,ITM009,Suplemento nutricional,alimentos,unidad,10,90.37,Regular
DON00197,2022-10-02,Persona natural,ITM018,Alcohol en gel,higiene,unidad,11,97.99,Regular
DON00198,2022-10-15,Persona natural,ITM013,Papel higiénico,higiene,rollo,6,54.33,Regular
DON00199,2022-10-26,Universidad,ITM017,Detergente,higiene,kg,12,86.53,Regular
DON00200,2022-10-26,Iglesia/Comunidad,ITM015,Pañales,higiene,unidad,11,79.28,Regular
DON00201,2022-10-08,ONG,ITM018,Alcohol en gel,higiene,unidad,18,130.49,Regular
DON00202,2022-10-21,Iglesia/Comunidad,ITM013,Papel higiénico,higiene,rollo,20,126.04,Regular
DON00203,2022-10-17,Persona natural,ITM015,Pañales,higiene,unidad,6,45.26,Regular
DON00204,2022-10-11,Campaña digital,ITM014,Jabón líquido,higiene,litro,20,144.39,Regular
DON00205,2022-10-04,Persona natural,ITM013,Papel higiénico,higiene,rollo,3,19.75,Regular
DON00206,2022-10-13,Persona natural,ITM018,Alcohol en gel,higiene,unidad,6,41.91,Regular
DON00207,2022-10-28,Universidad,ITM014,Jabón líquido,higiene,litro,18,138.5,Regular
DON00208,2022-10-29,Persona natural,ITM013,Papel higiénico,higiene,rollo,6,47.26,Regular
DON00209,2022-10-16,Empresa,ITM013,Papel higiénico,higiene,rollo,57,452.82,Regular
DON00210,2022-10-13,ONG,ITM013,Papel higiénico,higiene,rollo,22,109.38,Regular
DON00211,2022-10-29,Empresa,ITM013,Papel higiénico,higiene,rollo,40,311.25,Regular
DON00212,2022-10-02,Persona natural,ITM018,Alcohol en gel,higiene,unidad,8,51.65,Regular
DON00213,2022-10-03,Empresa,ITM013,Papel higiénico,higiene,rollo,37,266.3,Emergencia
DON00214,2022-10-07,Empresa,ITM014,Jabón líquido,higiene,litro,32,253.05,Regular
DON00215,2022-10-08,Persona natural,ITM017,Detergente,higiene,kg,5,37.5,Regular
DON00216,2022-10-06,ONG,ITM013,Papel higiénico,higiene,rollo,22,157.94,Regular
DON00217,2022-10-03,Iglesia/Comunidad,ITM013,Papel higiénico,higiene,rollo,14,98.16,Regular
DON00218,2022-10-07,Iglesia/Comunidad,ITM017,Detergente,higiene,kg,13,98.76,Regular
DON00219,2022-10-27,Empresa,ITM014,Jabón líquido,higiene,litro,20,137.3,Regular
DON00220,2022-10-19,Iglesia/Comunidad,ITM014,Jabón líquido,higiene,litro,14,100.63,Regular
DON00221,2022-10-27,Persona natural,ITM013,Papel higiénico,higiene,rollo,7,51.24,Regular
DON00222,2022-10-01,Persona natural,ITM014,Jabón líquido,higiene,litro,6,39.58,Regular
DON00223,2022-10-04,Persona natural,ITM015,Pañales,higiene,unidad,7,57.5,Regular
DON00224,2022-10-15,Campaña digital,ITM018,Alcohol en gel,higiene,unidad,22,141.58,Regular
DON00225,2022-10-14,Universidad,ITM017,Detergente,higiene,kg,19,156.3,Regular
DON00226,2022-10-01,Empresa,ITM024,Antiséptico,insumos_medicos,litro,19,309.27,Regular
DON00227,2022-10-02,Persona natural,ITM022,Termómetros digitales,insumos_medicos,unidad,5,76.1,Regular
DON00228,2022-10-05,Empresa,ITM022,Termómetros digitales,insumos_medicos,unidad,21,315.95,Regular
DON00229,2022-10-06,ONG,ITM020,Guantes descartables,insumos_medicos,par,14,240.51,Regular
DON00230,2022-10-19,Iglesia/Comunidad,ITM021,Gasas estériles,insumos_medicos,paquete,9,132.2,Regular
DON00231,2022-10-09,Campaña digital,ITM027,Jeringas descartables,insumos_medicos,unidad,36,538.27,Regular
DON00232,2022-10-09,ONG,ITM021,Gasas estériles,insumos_medicos,paquete,23,398.52,Regular
DON00233,2022-10-24,Iglesia/Comunidad,ITM020,Guantes descartables,insumos_medicos,par,21,335.45,Regular
DON00234,2022-10-20,Iglesia/Comunidad,ITM021,Gasas estériles,insumos_medicos,paquete,6,89.96,Regular
DON00235,2022-10-22,ONG,ITM022,Termómetros digitales,insumos_medicos,unidad,55,913.96,Regular
DON00236,2022-10-26,Persona natural,ITM026,Clorhexidina,insumos_medicos,frasco,6,126.63,Regular
DON00237,2022-10-03,ONG,ITM027,Jeringas descartables,insumos_medicos,unidad,26,585.27,Regular
DON00238,2022-10-30,Persona natural,ITM023,Baja lenguas,insumos_medicos,unidad,6,128.68,Regular
DON00239,2022-10-22,Empresa,ITM027,Jeringas descartables,insumos_medicos,unidad,29,588.51,Regular
DON00240,2022-10-29,Campaña digital,ITM028,Algodón,insumos_medicos,paquete,25,334.43,Regular
DON00241,2022-10-27,Persona natural,ITM027,Jeringas descartables,insumos_medicos,unidad,6,111.69,Regular
DON00242,2022-10-06,Iglesia/Comunidad,ITM021,Gasas estériles,insumos_medicos,paquete,11,203.09,Regular
DON00243,2022-10-06,Persona natural,ITM023,Baja lenguas,insumos_medicos,unidad,8,183.92,Regular
DON00244,2022-10-03,Empresa,ITM022,Termómetros digitales,insumos_medicos,unidad,52,1071.74,Regular
DON00245,2022-10-01,Iglesia/Comunidad,ITM021,Gasas estériles,insumos_medicos,paquete,8,183.28,Regular
DON00246,2022-10-21,Campaña digital,ITM026,Clorhexidina,insumos_medicos,frasco,20,514.61,Regular
DON00247,2022-10-26,Empresa,ITM024,Antiséptico,insumos_medicos,litro,33,540.06,Regular
DON00248,2022-10-26,Campaña digital,ITM024,Antiséptico,insumos_medicos,litro,13,254.16,Regular
DON00249,2022-10-30,Persona natural,ITM021,Gasas estériles,insumos_medicos,paquete,9,134.47,Regular
DON00250,2022-10-02,ONG,ITM028,Algodón,insumos_medicos,paquete,21,426.69,Regular
DON00251,2022-10-29,Campaña digital,ITM024,Antiséptico,insumos_medicos,litro,16,276.67,Regular
DON00252,2022-10-04,Universidad,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,16,494.25,Regular
DON00253,2022-10-14,Campaña digital,ITM029,Suero oral,medicamentos_soporte,sobre,24,738.07,Regular
DON00254,2022-10-12,Persona natural,ITM029,Suero oral,medicamentos_soporte,sobre,6,183.74,Regular
DON00255,2022-10-12,Persona natural,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,5,160.02,Regular
DON00256,2022-10-12,Persona natural,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,8,283.04,Regular
DON00257,2022-10-20,Empresa,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,41,1349.45,Regular
DON00258,2022-10-16,Campaña digital,ITM029,Suero oral,medicamentos_soporte,sobre,24,627.54,Regular
DON00259,2022-10-15,ONG,ITM029,Suero oral,medicamentos_soporte,sobre,26,704.96,Regular
DON00260,2022-10-06,ONG,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,32,947.83,Regular
DON00261,2022-10-15,Persona natural,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,4,124.0,Regular
DON00262,2022-10-14,ONG,ITM029,Suero oral,medicamentos_soporte,sobre,27,916.78,Regular
DON00263,2022-10-12,Persona natural,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,5,170.15,Regular
DON00264,2022-10-25,Campaña digital,ITM029,Suero oral,medicamentos_soporte,sobre,15,487.65,Regular
DON00265,2022-10-13,Persona natural,ITM029,Suero oral,medicamentos_soporte,sobre,5,170.04,Regular
DON00266,2022-10-14,Persona natural,ITM029,Suero oral,medicamentos_soporte,sobre,9,263.03,Regular
DON00267,2022-10-07,ONG,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,33,1225.22,Emergencia
DON00268,2022-10-21,Persona natural,ITM029,Suero oral,medicamentos_soporte,sobre,7,223.4,Regular
DON00269,2022-10-21,Campaña digital,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,19,516.42,Regular
DON00270,2022-10-30,Persona natural,ITM029,Suero oral,medicamentos_soporte,sobre,8,337.32,Regular
DON00271,2022-10-19,Campaña digital,ITM029,Suero oral,medicamentos_soporte,sobre,14,499.13,Regular
DON00272,2022-10-18,Empresa,ITM029,Suero oral,medicamentos_soporte,sobre,40,1315.72,Regular
DON00273,2022-10-17,Empresa,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,22,709.07,Regular
DON00274,2022-10-12,Persona natural,ITM029,Suero oral,medicamentos_soporte,sobre,8,288.0,Regular
